Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions
TAMAN SERI WAWASAN 3,Teras,Pahang,Freehold,Terrace House,538000.0,299.0,15
TAMAN PLATINUM (RESIDENSI GATE),Dengkil,Selangor,Freehold,Terrace House,737800.0,460.0,15
SALAK SOUTH GARDEN (TAMAN SALAK SELATAN),Salak Selatan,Kuala Lumpur,Freehold,Terrace House,550000.0,349.0,15
TAMAN KARISMA IMPIAN,Sitiawan,Perak,Freehold,Terrace House,298800.0,193.0,15
PINGGIRAN PUTRA 4 (PL 3178),Kuantan,Pahang,Freehold,Terrace House,335000.0,157.0,15
TAMAN INTAN DUYUNG,Port Dickson,Negeri Sembilan,Leasehold,Terrace House,220000.0,150.0,15
TAMAN EHSAN JAYA,Johor Bahru,Johor,Leasehold,Terrace House,778000.0,455.0,15
TAMAN SENAWANG PERDANA,Rantau,Negeri Sembilan,Freehold,Bungalow,715000.0,172.0,15
TAMAN SRI PERDANA,Lahad Datu,Sabah,Leasehold,"Semi D, Terrace House",550000.0,191.0,15
TAMAN BUKIT FLORA,Batu Pahat,Johor,Freehold,Terrace House,245000.0,236.0,15
TAMAN KOTA LAKSAMANA SEKSYEN 1,Melaka City,Melaka,Leasehold,"Town House, Terrace House",470000.0,279.0,15
SETIA PULAU MUTIARA,Bayan Lepas,Penang,Freehold,Terrace House,1331000.0,686.0,15
TAMAN DESA DAMAI,Bukit Mertajam,Penang,Freehold,"Semi D, Terrace House",499800.0,281.0,15
TAMAN MAYANG LESTARI,Jasin,Melaka,Leasehold,"Cluster House, Terrace House",285000.0,164.0,15
TAMAN SRI JAYA 1 & 2,Kluang,Johor,Freehold,Terrace House,250000.0,169.0,15
BANDAR BARU KANGKAR PULAI,Skudai,Johor,Leasehold,"Cluster House, Terrace House",498000.0,239.0,15
TAMAN BERSATU,Simpang Pulai,Perak,Leasehold,Terrace House,199000.0,204.0,15
TAMAN BUNGA RAYA,Setapak,Kuala Lumpur,Freehold,Terrace House,520000.0,363.0,15
PULAU SERAI / G BINJAI / DARAT PELANDANG,Dungun,Terengganu,Freehold,"Bungalow, Semi D",340000.0,111.0,15
TAMAN DELIMA,Sungai Petani,Kedah,Freehold,"Terrace House, Semi D",260000.0,115.0,15
TAMAN MALURI,Cheras,Kuala Lumpur,Leasehold,Terrace House,780000.0,303.0,15
TAMAN INTAN MAS I & III,Teluk Intan,Perak,"Leasehold, Freehold",Terrace House,476888.0,255.0,15
TAMAN TASIK SEMENYIH,Semenyih,Selangor,Leasehold,Terrace House,465000.0,150.0,15
SEKSYEN 5 - KOTA DAMANSARA,Kota Damansara,Selangor,Leasehold,Terrace House,930000.0,528.0,15
NUSA DUTA,Skudai,Johor,Freehold,"Cluster House, Semi D",1350000.0,397.0,15
TAMAN TERENDAK PERMAI,Sungai Udang,Melaka,Freehold,Terrace House,270000.0,175.0,15
TAMAN KANTAN PERMAI,Kajang,Selangor,Leasehold,Terrace House,370000.0,361.0,15
TAMAN SAGA INDAH,Mentakab,Pahang,Leasehold,Terrace House,219000.0,157.0,15
BANDAR DATARAN SEGAR,Lukut,Negeri Sembilan,Freehold,Terrace House,459000.0,313.0,15
TAMAN NUSA JAYA MAS,Iskandar Puteri (Nusajaya),Johor,Freehold,Terrace House,520000.0,325.0,15
TAMAN AMAN,Kulai,Johor,Freehold,Terrace House,280000.0,253.0,15
M RESIDENCE 2,Rawang,Selangor,Leasehold,Terrace House,585000.0,346.0,15
TAMAN SURIA (SUN LAND RESIDENCE),Ipoh,Perak,Leasehold,Terrace House,548000.0,329.0,15
TAMAN KLEDANG MAS,Ipoh,Perak,Leasehold,Terrace House,320000.0,230.0,15
TAMAN BUKIT RAHMAN PUTRA,Rawang,Selangor,Freehold,Terrace House,680000.0,404.0,15
TAMAN MERBAU INDAH,Triang,Pahang,Freehold,Terrace House,200000.0,154.0,15
AUSTRA HEIGHT,Bintulu,Sarawak,Leasehold,Terrace House,380000.0,340.0,15
TAMAN SENIMAS,Kuala Pilah,Negeri Sembilan,Freehold,"Terrace House, Bungalow",199000.0,127.0,15
TAMAN PEKATRA INDAH,Simpang Ampat,Penang,Leasehold,Terrace House,280000.0,201.0,15
TAMAN MEGAH,Batu Pahat,Johor,Freehold,Terrace House,330000.0,195.0,15
ISLAND PARK,Jelutong,Penang,Freehold,"Semi D, Terrace House",1800000.0,590.0,15
TAMAN PERTAM JAYA,Melaka City,Melaka,Leasehold,Terrace House,580000.0,402.0,15
TAMAN BAYU PERDANA,Klang,Selangor,Freehold,Terrace House,560000.0,368.0,15
TAMAN BAYU MUTIARA,Bukit Mertajam,Penang,Freehold,"Terrace House, Semi D",650000.0,426.0,15
TAMAN FAJAR,Sandakan,Sabah,Leasehold,Terrace House,320000.0,222.0,15
SETIA INDAH 12,Setia Alam,Selangor,Freehold,Terrace House,802000.0,561.0,15
INDERA SEMPURNA,Kuantan,Pahang,Leasehold,"Semi D, Terrace House",220000.0,158.0,15
Sri Tanjung,Puchong,Selangor,Freehold,Apartment,430000.0,425.0,15
Westside Three,Desa ParkCity,Kuala Lumpur,Freehold,Condominium,1550000.0,1007.0,15
Metropolitan Square,Damansara Perdana,Selangor,Leasehold,Service Residence,460000.0,445.0,15
Kenanga Apartment,Serendah,Selangor,Freehold,Flat,50000.0,77.0,15
Seri Austin Residence (Pangsapuri Seri Austin),Tebrau,Johor,Freehold,Apartment,388000.0,436.0,15
Pangsapuri Palma,Klang,Selangor,Freehold,Apartment,170000.0,259.0,15
Gravit8,Port Klang,Selangor,Freehold,Service Residence,380000.0,492.0,15
Taman Suria Jaya,Kuching,Sarawak,Leasehold,Flat,105000.0,163.0,15
Austin Regency (Pangsapuri Austin Perdana),Tebrau,Johor,Freehold,Apartment,380000.0,470.0,15
Cocobay Resort,Port Dickson,Negeri Sembilan,Freehold,Condominium,90000.0,124.0,15
Sutramas,Puchong,Selangor,Freehold,Apartment,320000.0,376.0,15
One Imperial,Sungai Ara,Penang,Freehold,Condominium,575000.0,494.0,15
Regalia Residence,KL City,Kuala Lumpur,Freehold,Service Residence,616505.0,679.0,15
Flat Taman Pelangi Indah,Ulu Tiram,Johor,Freehold,Flat,150000.0,228.0,15
Damiana,Ulu Bernam,Perak,Freehold,Apartment,163000.0,230.0,15
Taman Seruling Emas,Sungai Jawi,Penang,Freehold,Flat,55000.0,100.0,15
Damansara Foresta,Bandar Sri Damansara,Selangor,Freehold,Condominium,690000.0,452.0,15
Impian Meridian,Subang Jaya,Selangor,Freehold,Service Residence,595000.0,551.0,15
Taman LTAT,Bukit Jalil,Kuala Lumpur,Leasehold,Apartment,220000.0,304.0,15
Taman Perkasa,Hulu Langat,Selangor,Freehold,Flat,225000.0,299.0,15
M'tiara,Johor Bahru,Johor,Leasehold,Apartment,420000.0,420.0,15
Mont Residence,Tanjong Tokong,Penang,Freehold,Condominium,760000.0,795.0,15
PD Tiara Bay,Pasir Panjang,Negeri Sembilan,Freehold,Apartment,53000.0,130.0,15
Corus Paradise Resort,Port Dickson,Negeri Sembilan,Leasehold,Condominium,160000.0,219.0,15
Gurney Park Condominium,Gurney,Penang,Freehold,Condominium,657000.0,744.0,15
Delta Heights,Penampang,Sabah,Leasehold,Apartment,350000.0,375.0,15
Vista Ilmu,Kota Samarahan,Sarawak,Leasehold,Apartment,180000.0,240.0,15
Sri Lavender Apartment,Kajang,Selangor,Freehold,Apartment,300000.0,287.0,15
N-Park Condominium,Gelugor,Penang,Freehold,Condominium,330000.0,471.0,15
Seri Maju & Sepangar Ria,Kota Kinabalu,Sabah,Leasehold,Apartment,172000.0,265.0,15
Taman Sri Sentosa,Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Leasehold,Flat,180000.0,257.0,15
Taman Pandan Perdana,Ampang,Selangor,Leasehold,Flat,150000.0,232.0,15
Kinrara Mas,Bukit Jalil,Kuala Lumpur,Freehold,Condominium,380000.0,319.0,15
Idaman Sutera,Setapak,Kuala Lumpur,Freehold,Condominium,350000.0,412.0,15
Pinang Emas,Batu Ferringhi,Penang,Freehold,Apartment,170000.0,304.0,15
The Scott Garden SOHO,Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold,Service Residence,650000.0,851.0,15
Ivory Residence,Kajang,Selangor,Freehold,Condominium,390000.0,302.0,15
Desa Idaman Residences,Puchong,Selangor,Freehold,Apartment,450000.0,432.0,15
Taman Tan Sri Yaacob,Skudai,Johor,Freehold,Flat,140000.0,217.0,15
Kiara Residence 2 (Residensi Kiara Jalil 2),Bukit Jalil,Kuala Lumpur,Leasehold,Condominium,585000.0,479.0,15
Changkat View,Dutamas,Kuala Lumpur,Freehold,Condominium,453000.0,414.0,15
Taman Bagan,Butterworth,Penang,Freehold,Flat,115000.0,222.0,15
Kelana Puteri,Kelana Jaya,Selangor,Leasehold,Condominium,380000.0,349.0,15
Dahlia,Serendah,Selangor,Leasehold,Apartment,150000.0,214.0,15
The Golden Triangle Condominium,Sungai Ara,Penang,Freehold,Condominium,538000.0,442.0,15
The Loft @ Zetapark,Setapak,Kuala Lumpur,Leasehold,Service Residence,500000.0,465.0,15
Vista Pinggiran Apartment,Seri Kembangan,Selangor,Leasehold,Apartment,310000.0,355.0,15
U Garden Resort Condominium,Gelugor,Penang,Freehold,Condominium,260000.0,457.0,15
Setia SKY Residences,KLCC,Kuala Lumpur,Freehold,Service Residence,1000000.0,879.0,15
Midfields,Sungai Besi,Kuala Lumpur,Leasehold,Condominium,450000.0,386.0,15
One Central Park,Desa ParkCity,Kuala Lumpur,Freehold,Condominium,1600000.0,1164.0,15
SEKSYEN 17 SHAH ALAM,Shah Alam,Selangor,"Freehold, Leasehold","Terrace House, Cluster House",416000.0,301.0,14
KLEBANG PERDANA,Ipoh,Perak,Freehold,Terrace House,554888.0,371.0,14
TAMAN SRI TREH (TAMAN BINTANG ANGKASA),Muar,Johor,Freehold,Terrace House,489000.0,233.0,14
BANDAR PERMATA LUNAS,Lunas,Kedah,Freehold,"Semi D, Terrace House",412500.0,172.0,14
TAMAN TASIK PERDANA,Pengkalan Hulu,Perak,Leasehold,Terrace House,188000.0,157.0,14
TAMAN MASJID TANAH PERDANA,Masjid Tanah,Melaka,Freehold,Semi D,410000.0,128.0,14
TAMAN TEHEL IMPIAN (SAUJANA PERDANA),Bemban,Melaka,Freehold,Terrace House,291230.0,182.0,14
TAMAN SERI BAYU 2,Sungai Lalang,Kedah,Freehold,Terrace House,320000.0,268.0,14
TAMAN JENDERAM SUTERA,Dengkil,Selangor,Freehold,Terrace House,585000.0,418.0,14
TAMAN TOK MUDA SEJAHTERA,Kapar,Selangor,Freehold,Terrace House,378000.0,295.0,14
TAMAN ARA BAYU,Nilai,Negeri Sembilan,Freehold,Terrace House,378800.0,291.0,14
P/L 174132 INDERA MAHKOTA,Kuantan,Pahang,Freehold,Terrace House,392000.0,276.0,14
BANDAR BESTARI PERMAI,Kuala Ketil,Kedah,Freehold,Terrace House,237500.0,136.0,14
PERMAIPURA VILLA,Sungai Lalang,Kedah,Freehold,Bungalow,548000.0,98.0,14
TAMAN WANGSA PERMAI (P/L 13367),Lumut,Perak,Freehold,Semi D,498800.0,178.0,14
TAMAN SRI NOVA UTAMA,Tampin,Negeri Sembilan,Freehold,"Semi D, Terrace House",401900.0,107.0,14
PLUMERIA @ BANDAR UNIVERSITI,Seri Iskandar,Perak,Leasehold,Terrace House,250000.0,175.0,14
AMAN CITIES,Batu Gajah,Perak,Leasehold,Terrace House,231300.0,145.0,14
BB SETIA AWAN PERDANA RESIDEN 2,Sitiawan,Perak,Freehold,"Cluster House, Bungalow",240000.0,117.0,14
TAMAN BUKIT SENAWANG PERDANA (PHASE 2),Rantau,Negeri Sembilan,Freehold,Semi D,605000.0,159.0,14
SCIENTEX IPOH - BEGONIA,Ipoh,Perak,Freehold,Terrace House,296800.0,254.0,14
TAMAN SRI NIBONG,Bayan Lepas,Penang,Freehold,Terrace House,1175000.0,675.0,14
VISION HOMES,Seremban 2,Negeri Sembilan,Freehold,Cluster House,550000.0,274.0,14
SP SAUJANA,Sungai Petani,Kedah,Freehold,Terrace House,450000.0,232.0,14
TAMAN NILAM,Kuah,Kedah,Leasehold,Terrace House,145000.0,101.0,14
TAMAN DESA IMPIAN,Kuah,Kedah,Freehold,Terrace House,618800.0,435.0,14
KAMPUNG MERDEKA - TR 105,Batu Pahat,Johor,Freehold,"Terrace House, Semi D",325000.0,185.0,14
TAMAN DELIMA II,Kluang,Johor,Freehold,"Terrace House, Semi D",314000.0,179.0,14
TAMAN DESA ABLELINK,Klang,Selangor,Freehold,Terrace House,445000.0,398.0,14
RMM BANJARAN SERAPI,Kuching,Sarawak,Leasehold,Terrace House,234000.0,133.0,14
TAMAN MERAK JAYA,Simpang Ampat,Penang,Freehold,Terrace House,315000.0,231.0,14
TAMAN RASAH JAYA V,Rasah,Negeri Sembilan,Freehold,Terrace House,300000.0,182.0,14
TAMAN PRIMA SAUJANA,Kajang,Selangor,Freehold,"Terrace House, Bungalow",525000.0,354.0,14
TAMAN T&G PHASE 7,Kota Marudu,Sabah,Leasehold,Semi D,500000.0,238.0,14
TAMAN DESA RHU,Sikamat,Negeri Sembilan,Leasehold,Terrace House,237500.0,210.0,14
TAMAN LARAH AMAN,Taiping,Perak,Freehold,Terrace House,230000.0,192.0,14
TAMAN PURA KENCANA - TR. 41,Batu Pahat,Johor,Freehold,Terrace House,445000.0,227.0,14
TAMAN DATUK TAMBY CHIK KARIM,Batu Berendam,Melaka,Leasehold,Terrace House,305000.0,227.0,14
TAMAN PERMAI BIDOR,Bidor,Perak,Leasehold,"Cluster House, Terrace House, Semi D",364000.0,153.0,14
TAMAN BAKRI JAYA,Bakri,Johor,Freehold,Terrace House,610000.0,238.0,14
BANDAR TUN RAZAK,Cheras,Kuala Lumpur,Leasehold,"Terrace House, Cluster House",335000.0,298.0,14
TAMAN SELATAN,Klang,Selangor,Freehold,Terrace House,655000.0,296.0,14
USJ 13,Subang Jaya,Selangor,Freehold,Terrace House,697500.0,552.0,14
USJ HEIGHTS,Subang Jaya,Selangor,Freehold,Terrace House,2125000.0,624.0,14
TAMAN SUNGAI UDANG MUTIARA,Sungai Udang,Melaka,Freehold,Terrace House,290000.0,175.0,14
PERUMAHAN PASDEC,Kuantan,Pahang,Leasehold,Terrace House,250000.0,189.0,14
TAMAN IMPIAN JAYA,Senai,Johor,Leasehold,Terrace House,411000.0,142.0,14
TAMAN SRI WANGSA II,Batu Gajah,Perak,Leasehold,Terrace House,229400.0,191.0,14
PUNCAK BOUGAINVILLEA,Padang Rengas,Perak,Freehold,Terrace House,274440.0,187.0,14
TAMAN SAMUDRA,Batu Caves,Selangor,Leasehold,Terrace House,550000.0,581.0,14
TAMAN SILIBIN RIA,Ipoh,Perak,Leasehold,"Terrace House, Semi D",515000.0,293.0,14
TAMAN TEMIANG JAYA II,Muar,Johor,Freehold,Terrace House,865000.0,329.0,14
SIERRAMAS,Sungai Buloh,Selangor,Freehold,"Semi D, Bungalow",2405000.0,670.0,14
RPR BATU KAWA,Kuching,Sarawak,Leasehold,Terrace House,250000.0,198.0,14
TAMAN SRI PULASAN,Seremban,Negeri Sembilan,Leasehold,Terrace House,215000.0,172.0,14
TAMAN DESA JASMIN,Nilai,Negeri Sembilan,Freehold,Terrace House,334500.0,210.0,14
TAMAN DATUK SENU,Sentul,Kuala Lumpur,Leasehold,"Terrace House, Cluster House",330000.0,513.0,14
TAMAN MEDAN PASIR SAUJANA,Ipoh,Perak,Freehold,Terrace House,559000.0,336.0,14
SEKSYEN 20,Petaling Jaya,Selangor,Freehold,Terrace House,885000.0,426.0,14
TAMAN MAKMUR FASA 1,Lunas,Kedah,Freehold,Terrace House,300000.0,207.0,14
SENIBONG VILLAS,Masai,Johor,Freehold,Bungalow,2125000.0,456.0,14
TAMAN KOTA YONG PENG,Yong Peng,Johor,Freehold,Terrace House,240000.0,160.0,14
TAMAN ANGSANA,Kulim,Kedah,Freehold,Terrace House,297000.0,216.0,14
TAMAN KOPERASI POLIS FASA 2,Batu Caves,Kuala Lumpur,Freehold,Terrace House,460000.0,504.0,14
JALAN INDAH,Sibu,Sarawak,Leasehold,Terrace House,267500.0,119.0,14
TAMAN PERMAIPURA,Sungai Lalang,Kedah,Freehold,"Terrace House, Bungalow",240000.0,150.0,14
TAMAN KESANG MAWAR,Muar,Johor,Freehold,Terrace House,485000.0,264.0,14
RIVERIA,Kota Samarahan,Sarawak,Leasehold,Terrace House,592500.0,213.0,14
TAMAN JENJAROM PERMAI,Tanjong Duabelas,Selangor,"Leasehold, Freehold",Terrace House,414973.0,269.0,14
TAMAN KEMPAS FASA 1,Sungai Petani,Kedah,Freehold,Terrace House,237500.0,182.0,14
BANDAR AINSDALE,Labu,Negeri Sembilan,Freehold,Terrace House,623888.0,444.0,14
MAJIDEE PARK,Johor Bahru,Johor,Freehold,"Bungalow, Semi D",935000.0,189.0,14
TAMAN ANGGERIK HEIGHTS,Bentong,Pahang,Freehold,Terrace House,338000.0,242.0,14
TAMAN LAHAT PERMAI,Lahat,Perak,Leasehold,Terrace House,280000.0,224.0,14
TAMAN AMAN 3,Lahad Datu,Sabah,Leasehold,Terrace House,375000.0,176.0,14
TAMAN GURUN JAYA,Gurun,Kedah,Freehold,"Terrace House, Semi D",206500.0,107.0,14
TAMAN SELAYANG UTAMA,Selayang,Selangor,Leasehold,Terrace House,684000.0,491.0,14
PERUMAHAN PRIMA BG SERAI,Bagan Serai,Perak,Freehold,Terrace House,310000.0,222.0,14
TAMAN SERI KIJANG,Bukit Mertajam,Penang,Freehold,Terrace House,311500.0,271.0,14
TAMAN TANGGA BATU PERDANA,Tanjong Kling,Melaka,Leasehold,Terrace House,308000.0,193.0,14
TAMAN SERI RANTAU,Kapar,Selangor,Freehold,Terrace House,410000.0,251.0,14
TAMAN ASEAN,Balai Panjang,Melaka,Freehold,Terrace House,382500.0,236.0,14
TAMAN KLANG JAYA,Klang,Selangor,Freehold,Terrace House,475000.0,232.0,14
SEKSYEN 8 SHAH ALAM,Shah Alam,Selangor,Leasehold,Terrace House,700000.0,348.0,14
Taman Haji Mohd Amin,Permatang Pauh,Penang,Freehold,Flat,160000.0,218.0,14
Taman Mengkudu,Bukit Minyak,Penang,Freehold,Flat,100000.0,167.0,14
Queens Residences Q2 @ Queens Waterfront,Bayan Lepas,Penang,Freehold,Condominium,1253287.0,1066.0,14
Magna Ville,Selayang,Selangor,Leasehold,Condominium,350000.0,316.0,14
Krystal Heights,Jelutong,Penang,Freehold,Flat,177500.0,374.0,14
University Apartment Phase 1,Kota Kinabalu,Sabah,Leasehold,Apartment,245000.0,400.0,14
Pangsapuri Saujana Permai 1,Kajang,Selangor,Freehold,Apartment,310000.0,310.0,14
Lakeview Apartments,Selayang,Selangor,Leasehold,Apartment,282500.0,324.0,14
Delima Impian,Bukit Minyak,Penang,Freehold,Flat,160000.0,248.0,14
Selesa Puteri Condominium,Skudai,Johor,Freehold,Condominium,271000.0,268.0,14
Bahagia Residences,Miri,Sarawak,Leasehold,Apartment,260000.0,306.0,14
Summer Place,Jelutong,Penang,Leasehold,Condominium,690000.0,637.0,14
Indah,Butterworth,Penang,Freehold,Apartment,215000.0,303.0,14
Subang Perdana Goodyear Court 3,Subang Jaya,Selangor,Freehold,Apartment,354000.0,378.0,14
1Medini,Iskandar Puteri (Nusajaya),Johor,Freehold,Condominium,370000.0,366.0,14
Bukit Pandan Kondominium 1,Cheras,Kuala Lumpur,Freehold,Condominium,380000.0,322.0,14
Cormar Suites (Fraser Place (Lot 163)),KLCC,Kuala Lumpur,Freehold,Service Residence,749400.0,1200.0,14
Golden Villa,Klang,Selangor,Freehold,Apartment,217500.0,226.0,14
Kota Laksamana Utama,Melaka City,Melaka,Leasehold,Apartment,126000.0,155.0,14
Sky Gardens Residences,Tampoi,Johor,Freehold,Service Residence,435000.0,413.0,14
Suasana Lumayan,Cheras,Kuala Lumpur,Leasehold,Condominium,487500.0,407.0,14
Genting Court Condominium,Setapak,Kuala Lumpur,Leasehold,Condominium,204500.0,279.0,14
Four Seasons Place,KLCC,Kuala Lumpur,Freehold,Service Residence,11420500.0,3017.0,14
Cherry,Ipoh,Perak,Freehold,Apartment,137500.0,180.0,14
Seri Pauh,Bukit Mertajam,Penang,Leasehold,Flat,170000.0,282.0,14
Pantai Hillpark 2,Pantai,Kuala Lumpur,Leasehold,Condominium,462500.0,506.0,14
Pantai Panorama Condominiums,Kampung Kerinchi (Bangsar South),Kuala Lumpur,Freehold,Condominium,482500.0,437.0,14
Ixora Apartment,Bukit Baru,Melaka,Freehold,Apartment,332500.0,259.0,14
Villa Flora,Taman Tun Dr Ismail,Kuala Lumpur,Freehold,Condominium,830500.0,600.0,14
Bercham Prima (Ipoh Kiara),Ipoh,Perak,Leasehold,Condominium,315000.0,259.0,14
Aman Heights Condominium,Seri Kembangan,Selangor,Freehold,Condominium,393500.0,311.0,14
Taman Air Tawar Indah,Butterworth,Penang,Freehold,Flat,110000.0,204.0,14
Vista Seri Putra,Bangi,Selangor,Freehold,Apartment,316000.0,347.0,14
Harmony View,Jelutong,Penang,Freehold,Apartment,378000.0,560.0,14
Sri Anggerik 2,Puchong,Selangor,Freehold,Apartment,380000.0,458.0,14
Sri Kenari Apartment,Johor Bahru,Johor,Leasehold,"Flat, Apartment",320000.0,350.0,14
Residensi Solaris Parq,Dutamas,Kuala Lumpur,Freehold,Service Residence,1090000.0,1068.0,14
Taman Machang Bubok,Bukit Mertajam,Penang,Freehold,Flat,71000.0,121.0,14
Seri Intan Apartment,Setia Alam,Selangor,Freehold,Apartment,340000.0,410.0,14
Pavilion Hilltop,Mont Kiara,Kuala Lumpur,Freehold,Condominium,2531000.0,968.0,14
Kelana D'Putera,Kelana Jaya,Selangor,Leasehold,Condominium,400000.0,342.0,14
Petaling Indah Condominiums,Sri Petaling,Kuala Lumpur,Leasehold,Condominium,298850.0,297.0,14
Desa Dua,Kepong,Selangor,Freehold,Apartment,262500.0,313.0,14
Suria Stonor,KLCC,Kuala Lumpur,Freehold,Service Residence,1853500.0,1173.0,14
Taman Pusat Kepong,Segambut,Kuala Lumpur,Leasehold,Flat,182500.0,195.0,14
Scott Towers @ Larkin JB,Johor Bahru,Johor,Leasehold,Apartment,395000.0,408.0,14
Abadi Indah,Taman Desa,Kuala Lumpur,Leasehold,Apartment,300000.0,327.0,14
Telipok Square,Tuaran,Sabah,Leasehold,Flat,137000.0,215.0,14
Rumah Pangsa Sri Orkid,Ulu Tiram,Johor,Freehold,Flat,157500.0,222.0,14
Pangsapuri Ikhlas,Jitra,Kedah,Freehold,Apartment,165000.0,241.0,14
TAMAN DAYA,Kepong,Selangor,Leasehold,Terrace House,550000.0,515.0,13
TAMAN BRINGIN,Jinjang,Kuala Lumpur,Leasehold,"Cluster House, Terrace House",300000.0,472.0,13
BANDAR ALAM MASAI,Masai,Johor,Freehold,Terrace House,688000.0,364.0,13
TAMAN GRANDVIEW,Sandakan,Sabah,Leasehold,Terrace House,430000.0,208.0,13
TAMAN PERMATA,Ulu Klang,Selangor,Freehold,Terrace House,450000.0,439.0,13
TAMAN BUKIT SUBANG,Shah Alam,Selangor,Freehold,Terrace House,590000.0,415.0,13
TAMAN BERKELEY,Kapar,Selangor,Freehold,"Bungalow, Terrace House",540000.0,275.0,13
TAMAN PERLING LABIS- TR 74,Labis,Johor,Freehold,Terrace House,386400.0,224.0,13
TAMAN BUKIT WANGSA SETIA,Ulu Bernam,Perak,Freehold,Terrace House,408000.0,292.0,13
PERUMAHAN MAKMUR GAMBANG JAYA 1 (PRIMA),Kuantan,Pahang,Leasehold,Semi D,230000.0,79.0,13
NADA 4 @ NADA ALAM,Mantin,Negeri Sembilan,Freehold,Terrace House,800000.0,519.0,13
TAMAN TAN SRI FUZI,Seri Iskandar,Perak,Freehold,Terrace House,228000.0,163.0,13
TAMAN RAIA SENTOSA (PRIMA SUNGAI RAYA),Simpang Pulai,Perak,Leasehold,Terrace House,285000.0,219.0,13
TAMAN PELANGI [SIKAMAT],Sikamat,Negeri Sembilan,Freehold,Terrace House,240000.0,179.0,13
LAKEVIEW RESIDENCE,Bidor,Perak,Leasehold,Cluster House,398700.0,150.0,13
TAMAN SERI BINTANG,Tampin,Negeri Sembilan,Freehold,Terrace House,249998.0,161.0,13
P/L143461 SERI MAHKOTA DAMAI FASA 6,Kuantan,Pahang,Freehold,Terrace House,236000.0,143.0,13
BAYU SUTERA - PRECINCT 3A,Jimah,Negeri Sembilan,Freehold,Terrace House,608299.0,435.0,13
TAMAN DESA BUKIT NILAM,Kapar,Selangor,Freehold,Terrace House,549900.0,391.0,13
KAWASAN ABDUL SAMAD/MARIMAH,Johor Bahru,Johor,Freehold,"Semi D, Cluster House",980000.0,131.0,13
ANDARI TOWNVILLA 1 & GARDENVILLE,Rawang,Selangor,Leasehold,Town House,310000.0,250.0,13
TAMAN PULAI EMAS,Kulai,Johor,Leasehold,Terrace House,385000.0,325.0,13
TAMAN BUKIT RANGIN 3,Kuantan,Pahang,Leasehold,Terrace House,210000.0,167.0,13
TAMAN SATRIA JAYA,Kuching,Sarawak,Leasehold,Terrace House,580000.0,284.0,13
TAMAN SETAPAK INDAH,Setapak,Kuala Lumpur,Leasehold,Town House,510000.0,431.0,13
TAMAN PULASAN,Alor Setar,Kedah,Freehold,"Terrace House, Bungalow",561200.0,270.0,13
TAMAN CRESCENTIA,Batu Kawan,Penang,Leasehold,"Cluster House, Terrace House",350000.0,278.0,13
TAMAN DESA JAWI,Nibong Tebal,Penang,Leasehold,Terrace House,190000.0,199.0,13
BANDAR TEKNOLOGI,Kajang,Selangor,Freehold,Terrace House,370000.0,269.0,13
KAMPUNG BATU TIONG / BATU GEDUP,Dungun,Terengganu,Freehold,Semi D,350000.0,98.0,13
TAMAN GEMILANG,Seri Iskandar,Perak,Leasehold,"Semi D, Terrace House",370000.0,126.0,13
TAMAN TUALANG INDAH,Mentakab,Pahang,Freehold,Terrace House,210000.0,144.0,13
TAMAN DESA PERMAI,Kapar,Selangor,Freehold,Semi D,575000.0,205.0,13
PUCHONG HARTAMAS,Puchong,Selangor,Freehold,Terrace House,800000.0,495.0,13
TAMAN BEMBAN SETIA,Batu Gajah,Perak,Leasehold,Terrace House,240000.0,166.0,13
TAMAN IMPIANA ADRIL,Lahat,Perak,Leasehold,Terrace House,250000.0,184.0,13
D'ISLAND RESIDENCE,Puchong,Selangor,"Leasehold, Freehold",Terrace House,929000.0,510.0,13
TAMAN DESA MELATI,Nilai,Negeri Sembilan,Freehold,Terrace House,490000.0,222.0,13
TAMAN SINTAR INDAH,Nibong Tebal,Penang,Freehold,"Terrace House, Semi D",340000.0,251.0,13
TAMAN CEMPAKA,Banting,Selangor,Freehold,Terrace House,450000.0,227.0,13
TTDI JAYA,Shah Alam,Selangor,Freehold,Terrace House,600000.0,382.0,13
"TAMAN BAYU INDERA, LUKUT",Port Dickson,Negeri Sembilan,Freehold,Terrace House,305000.0,200.0,13
TAMAN TEMIANG JAYA,Muar,Johor,Freehold,Terrace House,610000.0,312.0,13
PANDAMARAN JAYA,Pandamaran,Selangor,Leasehold,Terrace House,250000.0,200.0,13
TAMAN BUKIT TEMBAKAU,Umbai,Melaka,Freehold,"Terrace House, Semi D",260000.0,156.0,13
TAMAN BUKIT BELIMBING,Balakong,Selangor,Freehold,Terrace House,390000.0,434.0,13
OFF JALAN TELOK GADONG,Klang,Selangor,Freehold,Terrace House,600000.0,302.0,13
TAMAN SEMENYIH MEWAH,Semenyih,Selangor,Freehold,Terrace House,615000.0,354.0,13
TAMAN ENG ANN,Klang,Selangor,Freehold,Terrace House,480000.0,240.0,13
TAMAN EHSAN JAYA,Ulu Tiram,Johor,Leasehold,Terrace House,670000.0,499.0,13
